,year_month,model,monthly_return,n,monthly_return_index,monthly_return_vs_index,score
56,2010-10,156.0-53.0-30,0.008312878248377897,6,0.03820205029352497,0.9712106405138607,-0.05930288460408067
57,2010-11,156.0-53.0-30,0.028322269126358934,7,0.0,1.028322269126359,0.05509835728512796
58,2010-12,156.0-53.0-30,0.0822540221731527,6,0.06127099333277064,1.0197716030798956,0.03878139181943961
59,2011-01,156.0-53.0-30,-0.009314054871824129,6,0.023300198807157058,0.968128361826765,-0.06586556270409931
60,2011-02,156.0-53.0-30,0.04421643343175519,9,0.03473733291886849,1.0091608761096378,0.018155931274684258
61,2011-03,156.0-53.0-30,0.027585341959939225,10,-0.004205782951558379,1.0319253961985513,0.06189514837643683
62,2011-04,156.0-53.0-30,-0.026422447862375353,11,0.028961460140282114,0.9461749442052895,-0.11389697173130116
63,2011-05,156.0-53.0-30,-0.014295995821105634,10,-0.011214542256102078,0.9968835974064237,-0.0062523102069653134
64,2011-06,156.0-53.0-30,0.003786517859699634,10,-0.021719792438843588,1.026072601797935,0.05083113102258964
65,2011-07,156.0-53.0-30,-0.009160313981702028,9,-0.020004546487838004,1.0110655947099263,0.02188984892484256
66,2011-08,156.0-53.0-30,-0.05064500108114156,8,-0.05497564370215735,1.004582572493667,0.009123399918556412
67,2011-09,156.0-53.0-30,-0.1241144406530732,11,-0.07421044018982159,0.9460957407280723,-0.11407450412984918
68,2011-10,156.0-53.0-30,0.11731672931593495,8,0.10914714980114892,1.00736564081353,0.014623830276575184
69,2011-11,156.0-53.0-30,0.026106572511404913,9,-0.004063745019920351,1.0302934222752327,0.05882238186352508
70,2011-12,156.0-53.0-30,-0.05904437229843884,9,0.0040803264261142225,0.9371318239555229,-0.1343732921670269
71,2012-01,156.0-53.0-30,-0.007864422079111533,10,0.04637450199203186,0.9481649027495546,-0.10944684723987974
72,2012-02,156.0-53.0-30,0.06326533146192048,7,0.04340542187024066,1.0190337419907998,0.037360796100161936
73,2012-03,156.0-53.0-30,0.030405194395261015,8,0.027660195591884262,1.0026711152335679,0.0053280113725931375
74,2012-04,156.0-53.0-30,0.010767625325134755,7,-0.006675662239897684,1.017560515636178,0.034518358307964576
75,2012-05,156.0-53.0-30,-0.05130988617942078,9,-0.06005576606849217,1.0093046795473066,0.018438323620357105
76,2012-06,156.0-53.0-30,0.03213200425727791,10,0.0352171598083213,0.9970197986752706,-0.005978236750256411
77,2012-07,156.0-53.0-30,0.03341739001885213,10,0.011829537105069843,1.021335464247809,0.04178562143846006
78,2012-08,156.0-53.0-30,0.006536477049800649,10,0.02505264686660369,0.9819363718796263,-0.036796001633979815
79,2012-09,156.0-53.0-30,0.036003466070456014,9,0.019906489090393942,1.0157827969056439,0.031077642211474698
80,2012-10,156.0-53.0-30,-0.016737763670738204,10,-0.018198235743557722,1.0014875427260264,0.002970668643416186
81,2012-11,156.0-53.0-30,0.04311275345913468,9,0.0056597099398656425,1.0372422631125477,0.07184103608942412
82,2012-12,156.0-53.0-30,0.020112855768452453,10,0.0018290538163909797,1.018250420949972,0.03585046514608725
83,2013-01,156.0-53.0-30,0.0660882191404073,10,0.05119022540551921,1.0141725002524076,0.027950714334586152
84,2013-02,156.0-53.0-30,0.0528386497486899,8,0.012758851035404417,1.039574868856796,0.07617345117373917
85,2013-03,156.0-53.0-30,0.10218244823125389,7,0.033375107182903374,1.066585057613713,0.12501911660690906
86,2013-04,156.0-53.0-30,-0.035020434609149276,9,0.019212357183889806,0.9467895072005547,-0.11252051583470085
87,2013-05,156.0-53.0-30,0.0714136948858064,9,0.023609719438877574,1.0467013692221816,0.08929461199763321
88,2013-06,156.0-53.0-30,-0.0536418476664261,9,-0.018537779137350885,0.9642328886605327,-0.0742217568965821
89,2013-07,156.0-53.0-30,0.10138916132037679,9,0.05167684827328278,1.0472695706183084,0.09033339909247896
90,2013-08,156.0-53.0-30,-0.07734170807686225,6,-0.02999229446980023,0.9511865593055457,-0.10272718745520681
91,2013-09,156.0-53.0-30,0.04695288500753403,9,0.026642224259089353,1.0197835821170345,0.03880443828644782
92,2013-10,156.0-53.0-30,0.06302485087119947,9,0.046306767454318276,1.0159781853055931,0.03145638962614473
93,2013-11,156.0-53.0-30,0.03922833023359984,7,0.02963763581546175,1.0093146307832292,0.018457862295546194
94,2013-12,156.0-53.0-30,-0.010885192330867044,7,0.020386740331491682,0.9693528625703236,-0.06325324064783218
95,2014-01,156.0-53.0-30,0.0738032827569739,7,-0.03524825383074337,1.1130358530271944,0.20381532361312701
96,2014-02,156.0-53.0-30,0.06214010977746254,8,0.0455157705690874,1.0159006106615938,0.031306033509808776
97,2014-03,156.0-53.0-30,0.0017067679364981547,8,0.0038649417574749823,0.9978501352809488,-0.004308999857797316
98,2014-04,156.0-53.0-30,0.001856243930808077,9,0.006951499919790383,0.9949399191625533,-0.010171718649280166
99,2014-05,156.0-53.0-30,0.00525415213573921,10,0.02320641495406517,0.98245489614221,-0.03572066151064198
100,2014-06,156.0-53.0-30,0.02475965925728718,8,0.01577745484741544,1.0088426892790419,0.01753081196906368
101,2014-07,156.0-53.0-30,-0.02421594634269808,9,-0.013437563866748437,0.9890748095800256,-0.022092635822076694
102,2014-08,156.0-53.0-30,0.07506605703290958,8,0.03946346263400491,1.034250933946911,0.06625754392136979
103,2014-09,156.0-53.0-30,-0.021784327977066642,9,-0.01838473419361264,0.9965367350102677,-0.006950629737848709
104,2014-10,156.0-53.0-30,0.0015280900475138637,9,0.023550908537204318,0.9784839050935297,-0.04398552426306344
105,2014-11,156.0-53.0-30,0.09747859334669151,7,0.027471982544877482,1.068134812424198,0.12775063795414723
106,2014-12,156.0-53.0-30,0.022844416658949207,8,-0.008011583011583001,1.0311052015750426,0.06035202292363629
107,2015-01,156.0-53.0-30,0.02037821078170876,9,-0.029629269241996714,1.0515344068391699,0.09809612606634643
108,2015-02,156.0-53.0-30,0.03963193667403142,10,0.05620456254700423,0.9843092650224797,-0.031884418445472795
109,2015-03,156.0-53.0-30,0.014468142872425371,9,-0.020079749359156907,1.0352558202659745,0.06813670290903003
110,2015-04,156.0-53.0-30,-0.03490731708635064,8,0.009833841980332325,0.9556945338859476,-0.09278539520795205
111,2015-05,156.0-53.0-30,0.016362430387822702,7,0.012856183440468127,1.003461742155184,0.006899627046498742
112,2015-06,156.0-53.0-30,0.008261162160752011,8,-0.025054466230936767,1.0341717842051066,0.06610938207380791
113,2015-07,156.0-53.0-30,-0.019325654051341568,7,0.022589264027204292,0.9590109934134505,-0.085533937856631
114,2015-08,156.0-53.0-30,-0.0569982618437459,6,-0.060950118764845684,1.004208356765779,0.008381490501651254
115,2015-09,156.0-53.0-30,-0.021664007665891383,7,-0.03055597713360647,1.0091722361043847,0.01817824223484278
116,2015-10,156.0-53.0-30,0.08326228699236893,9,0.08505975056097692,0.9983434427756824,-0.0033186149648968682
117,2015-11,156.0-53.0-30,0.02818057183153999,7,0.003655076227576437,1.0244361795051615,0.04771564327888479
118,2015-12,156.0-53.0-30,-0.018315344019313118,8,-0.023096458862427505,1.0048941524334603,0.009740709742535285
119,2016-01,156.0-53.0-30,-0.039784798025689794,8,-0.049786628733997196,1.0105258787244613,0.020833230795750265
120,2016-02,156.0-53.0-30,0.0005918118740224632,9,-0.0008259343382200912,1.001418918145462,0.002833817235336103
121,2016-03,156.0-53.0-30,0.03126379726238149,11,0.06178962595577597,0.9712505867949911,-0.059218114472436446
122,2016-04,156.0-53.0-30,0.02199449065406278,10,0.003941222265472888,1.0179823957699947,0.035333158259777925
123,2016-05,156.0-53.0-30,0.03991329640501595,10,0.01701158338583819,1.0225186353757478,0.04405255057167007
124,2016-06,156.0-53.0-30,0.03816506591373203,10,-0.0017155928326344494,1.0399491952994917,0.07686695393134702
125,2016-07,156.0-53.0-30,0.04643555265887844,11,0.036471262172999896,1.0096136678840357,0.019044826284637738
126,2016-08,156.0-53.0-30,-0.04125674310888272,11,0.0011974944731023562,0.9575965403266142,-0.08862021886024045
127,2016-09,156.0-53.0-30,0.029162340160918898,10,-0.0049682583494341515,1.0343010148135947,0.0663512798726793
128,2016-10,156.0-53.0-30,-0.03331551285920653,11,-0.01733703190013869,0.9837396121785633,-0.033061327841445436
129,2016-11,156.0-53.0-30,0.11444074477988186,9,0.03683839096683128,1.0748451778880292,0.13949265027238927
130,2016-12,156.0-53.0-30,0.0336528439213053,7,0.014293493057446316,1.0190865375715887,0.03746250990322287
131,2017-01,156.0-53.0-30,0.03977040723120062,6,0.01789468975081654,1.0214911401942173,0.04208418679324027
132,2017-02,156.0-53.0-30,-0.0055181676027533655,5,0.03929152199709929,0.9568843884016811,-0.09017771896007383
133,2017-03,156.0-53.0-30,0.013506166108733675,5,-0.0030870723559013324,1.0166446216159,0.03274715407249908
134,2017-04,156.0-53.0-30,0.030962673144732333,5,0.00992618987019589,1.0208297234842878,0.04081506358606883
135,2017-05,156.0-53.0-30,0.046486738397490956,7,0.014112903225806495,1.031923304662337,0.06189121635826069
136,2017-06,156.0-53.0-30,-0.024529497095311048,6,0.0014910536779324524,0.9740181895008606,-0.05336240298900708
137,2017-07,156.0-53.0-30,0.01747840850116389,7,0.020554177005789986,0.9969861781236836,-0.006045883328616122
138,2017-08,156.0-53.0-30,0.013090318763267605,7,0.002917696640596601,1.010143027844404,0.02008303473207289
139,2017-09,156.0-53.0-30,0.04128044846472423,7,0.01511172168572461,1.0257791592983905,0.05027317691154402
140,2017-10,156.0-53.0-30,0.08305817503642965,8,0.02356406480117812,1.0581244616542962,0.10997388864693512
141,2017-11,156.0-53.0-30,0.027174981766200368,7,0.030565817616177382,0.9967097338258118,-0.006602279509136076
142,2017-12,156.0-53.0-30,-0.02726063362955189,8,0.006980868646466298,0.9659958760467376,-0.07043131402081691
143,2018-01,156.0-53.0-30,0.08913097832381589,8,0.05635913962377259,1.0310233872844752,0.06019796570008094
144,2018-02,156.0-53.0-30,-0.027585043121056918,9,-0.03636041149343738,1.0091064838732708,0.018049098357208467
145,2018-03,156.0-53.0-30,-0.03497338899992053,9,-0.03129026320633166,0.9961979056742223,-0.00763324790249498
146,2018-04,156.0-53.0-30,0.01779515573694912,7,0.005168155044651401,1.0125620779258937,0.024813732915289186
147,2018-05,156.0-53.0-30,0.09080294931426591,8,0.024309099844996407,1.0649158046915055,0.1220686033748043
148,2018-06,156.0-53.0-30,-0.032195651042706275,6,0.0012548903816342882,0.9665913827281376,-0.06915420722628138
149,2018-07,156.0-53.0-30,0.0897308504467631,7,0.037046593925095905,1.0508022077602739,0.09676767670363927
150,2018-08,156.0-53.0-30,0.07105363138509335,6,0.031919809476415706,1.0379233168597992,0.07310791786285166
151,2018-09,156.0-53.0-30,0.04670902009942535,6,0.0014122834211705015,1.0452328550669516,0.0866048619963498
152,2018-10,156.0-53.0-30,-0.1605596434179618,7,-0.06910429279031383,0.9017555351052365,-0.21876431641289096
153,2018-11,156.0-53.0-30,0.025817409493497534,9,0.018549310867235658,1.0071357356474706,0.014170592508091995
154,2018-12,156.0-53.0-30,-0.0984879807122152,8,-0.09334300743696711,0.9943253365744152,-0.011414221938748293
155,2019-01,156.0-53.0-30,0.038244746754396486,10,0.08006562099871961,0.9612793209678759,-0.08060433659380592
156,2019-02,156.0-53.0-30,0.03971862167214657,7,0.03241581150668682,1.0070735163914257,0.014047897401539073
157,2019-03,156.0-53.0-30,0.05382137131277065,7,0.013635711209990076,1.039645071358832,0.07630354977462499
158,2019-04,156.0-53.0-30,-0.003100674537779513,7,0.040852449730954365,0.9577719932540918,-0.08823686959010574
159,2019-05,156.0-53.0-30,-0.04360002507334093,7,-0.06377117202911364,1.0215451034545584,0.0421876602069742
160,2019-06,156.0-53.0-30,0.06790563780927816,9,0.0644094888654776,1.0032845901698293,0.0065476973071096345
161,2019-07,156.0-53.0-30,0.011716358745836875,9,0.01511945392491465,0.996647591408164,-0.00672739544909118
162,2019-08,156.0-53.0-30,0.014675221967275665,8,-0.016743435430185305,1.031953671635243,0.061948303735073686
163,2019-09,156.0-53.0-30,-0.045519623240946605,8,0.014771755855701896,0.9405862660753619,-0.12650183549900657
164,2019-10,156.0-53.0-30,0.023847768526985114,10,0.022104660174546042,1.0017054108256795,0.0034050179922769045
165,2019-11,156.0-53.0-30,0.03062068417357322,10,0.03619819998021967,0.9946173272577071,-0.010823711078097849
166,2019-12,156.0-53.0-30,0.010997649897280581,8,0.024020871114504905,0.9872822697421682,-0.025764533921376048
167,2020-01,156.0-53.0-30,-0.04287963512665616,6,-0.0004039023177778711,0.9575071042120239,-0.08881568549488637
168,2020-02,342.0-22.0-30,-0.05917350251827325,8,-0.07916576010940857,1.0217110275933166,0.04250574918861386
169,2020-03,342.0-22.0-30,-0.2194614460575005,8,-0.129987173428745,0.8971575246983701,-0.23027510878107985
170,2020-04,342.0-22.0-30,0.11015802727016943,9,0.12698351115421924,0.9850703371278097,-0.030314192994024942
171,2020-05,342.0-22.0-30,0.057138181017453826,8,0.04764527678325514,1.009061181723022,0.017960110753674118
172,2020-06,342.0-22.0-30,0.04022222001797182,8,0.013275499474237673,1.026593676209201,0.05182113985010147
173,2020-07,342.0-22.0-30,0.07169222440189671,8,0.05889220391749883,1.0120881242085291,0.023888629401565668
174,2020-08,342.0-22.0-30,0.07321720048199643,7,0.0697966433909103,1.0031973900013782,0.00637442014887488
175,2020-09,342.0-22.0-30,-0.041579574547223275,6,-0.04128138329850284,0.9996889689596866,-0.0006222556415182617
176,2020-10,342.0-22.0-30,-0.042884771753249784,6,-0.02493356027352256,0.9815897555814116,-0.037515476287106435
177,2020-11,342.0-22.0-30,0.14032530046812952,6,0.10877687266491076,1.02845336025759,0.05534645371782094
178,2020-12,342.0-22.0-30,0.06319142585904758,7,0.03264652267579948,1.0295792437320177,0.05747471308365736
179,2021-01,342.0-22.0-30,0.021720002158406304,6,-0.010190435433829026,1.0322389667008538,0.062484475593754266
180,2021-02,156.0-53.0-30,0.13678318352371432,7,0.02780555030129439,1.1060294266658455,0.19232044532271017
181,2021-03,156.0-53.0-30,-0.03465128405298312,7,0.041986539068251005,0.9264502752696172,-0.1591123261663279
182,2021-04,156.0-53.0-30,0.02634096456378776,6,0.052910453410037084,0.9747656709455212,-0.05178674043724864
183,2021-05,156.0-53.0-30,0.06270363447212945,5,0.006566019650131816,1.0557714185916094,0.10574899365537375
184,2021-06,156.0-53.0-30,-0.03676910241921616,6,0.01909341967431666,0.945184100873318,-0.11612019198258589
185,2021-07,156.0-53.0-30,0.07375170632061123,7,0.024412465542213768,1.0481634521620962,0.09196541442084921
186,2021-08,156.0-53.0-30,0.10263773213004557,9,0.029759868646097143,1.070771706786133,0.13238121830329247
187,2021-09,156.0-53.0-30,-0.02862208948578293,10,-0.049650101869076146,1.0221266003444094,0.043301989450367805
188,2021-10,156.0-53.0-30,0.10026973148175333,9,0.07016358297991343,1.028132286484659,0.05473869648809903
189,2021-11,156.0-53.0-30,-0.013392388484088635,8,-0.008034839412084938,0.994599055203886,-0.010860653559332762
190,2021-12,156.0-53.0-30,0.021326801701784026,8,0.04258495039072785,0.979610151977566,-0.041634507899939714
191,2022-01,156.0-53.0-30,-0.06981943865261997,8,-0.0527412834765032,0.9819709706775834,-0.03672421299529146
192,2022-02,156.0-53.0-30,0.03356741990124856,8,-0.029517014514014006,1.065003132830476,0.12222317754157773
193,2022-03,156.0-53.0-30,0.06655412426947982,7,0.03437693241417206,1.031107801080026,0.06035691743156831
194,2022-04,156.0-53.0-30,-0.03922998469868433,7,-0.08776901957311134,1.053209149783219,0.10112804096991597
195,2022-05,156.0-53.0-30,0.07860733619240956,6,0.002257281553398105,1.0761780992208672,0.14180871451744737
196,2022-06,156.0-53.0-30,-0.09041227218705161,7,-0.08640689705276927,0.9956157997237927,-0.008807069183849875
197,2022-07,156.0-53.0-30,0.042751161112501546,7,0.09208747514910542,0.9548238440974082,-0.09469791026528095
198,2022-08,156.0-53.0-30,0.007523960295506837,9,-0.040801961212650784,1.0503815891546786,0.09600373770048673
199,2022-09,156.0-53.0-30,-0.07708955694268549,8,-0.09615871248544972,1.0210979027028098,0.04132983873494457
200,2022-10,156.0-53.0-30,0.10463392493846291,10,0.08127554734307618,1.0216026133697218,0.042297922472412014
201,2022-11,156.0-53.0-30,0.010229920215939492,8,0.055591517568162496,0.9570273191880837,-0.0898649299097073
202,2022-12,156.0-53.0-30,-0.04568579905062309,7,-0.061935832025117765,1.0173229439192584,0.03405923082090437
203,2023-01,156.0-53.0-30,0.021072354636431978,8,0.06288732578511103,0.9606590744528899,-0.08194986382565472
204,2023-02,156.0-53.0-30,-0.007206525155189714,9,-0.02514268844715617,1.0183987575201094,0.036136649853952825
205,2023-03,156.0-53.0-30,-0.029103541443347813,9,0.03313481047796896,0.9397577631785315,-0.12838406134231098
206,2023-04,156.0-53.0-30,-0.018457986061029885,9,0.0159749871760424,0.9661084439364195,-0.0701897790599423
207,2023-05,156.0-53.0-30,-0.0017234696869526944,7,0.004616161373308003,0.9936894992296417,-0.01270132292045571
208,2023-06,156.0-53.0-30,0.0815871767138685,7,0.06085915998564073,1.019538895934601,0.038333581180744
209,2023-07,156.0-53.0-30,0.024006516561558167,6,0.032733261144197945,0.9915498561816716,-0.017044727190581744
210,2023-08,156.0-53.0-30,-0.0212238312810491,5,-0.016251993272024312,0.9949460248203587,-0.01015938256583028
211,2023-09,156.0-53.0-30,-0.03222078758585989,6,-0.050782724547574154,1.019554992773248,0.03836456363348116
212,2023-10,156.0-53.0-30,0.01164094060207499,7,-0.02170861794703849,1.0340895965771761,0.06595551031625656
213,2023-11,156.0-53.0-30,0.07370425623193677,7,0.0913438546150167,0.9838368097199737,-0.032860418560199035
214,2023-12,156.0-53.0-30,0.025619246237357007,8,0.041432953549517926,0.984815434101386,-0.03083982815613202
215,2024-01,156.0-53.0-30,0.021316617476991873,6,0.01592644800235643,1.0053056690129825,0.010555432916205643
216,2024-02,156.0-53.0-30,0.11922951045898023,4,0.05218687872763428,1.063717418537302,0.11994499655568332
217,2024-03,156.0-53.0-30,0.040063656746743836,5,0.029503227838135748,1.0102577909646617,0.020307972067728212
218,2024-04,156.0-53.0-30,-0.06614321010571345,6,-0.040319651289502434,0.97309149984064,-0.05531928288659393
219,2024-05,156.0-53.0-30,0.02859907781328963,8,0.050579704370691925,0.979077621178139,-0.042745465751099165
220,2024-06,156.0-53.0-30,-0.004524971694049529,8,0.031951002142708296,0.9646533859059002,-0.07331637744248762
221,2024-07,156.0-53.0-30,-0.019721807437406702,6,0.01210907353643731,0.9685499499943985,-0.06496538557651704
222,2024-08,156.0-53.0-30,0.04414651725484808,6,0.023365588860042585,1.0203064560905883,0.03980987819721388
223,2024-09,156.0-53.0-30,0.06993722970405125,8,0.017882486517172946,1.0511402287360212,0.09738117696491275
224,2024-10,156.0-53.0-30,0.012042478803450773,9,-0.008923591745677695,1.0211548477741066,0.041439111790501276
225,2024-11,156.0-53.0-30,0.15257968680217648,8,0.059633511536297146,1.087715398063546,0.16163471540371357
226,2024-12,156.0-53.0-30,-0.07318524057805764,7,-0.027333831217326243,0.9528600759106117,-0.09902490385293149
227,2025-01,156.0-53.0-30,0.12454675984439167,7,0.026856401856401924,1.0951353644106228,0.1741807844596375
228,2025-02,156.0-53.0-30,-0.0450590505684787,7,-0.012694825695390821,0.9672196340955237,-0.06780864275797432
229,2025-03,156.0-53.0-30,-0.12477217934840334,8,-0.05855128075667304,0.9296606419041558,-0.15161240619475427
230,2025-04,156.0-53.0-30,0.0034944746968050833,10,-0.0086701585655804,1.012271024994853,0.024245732256379392
231,2025-05,156.0-53.0-30,0.030556822936599115,10,0.06284488044144698,0.9696211007843052,-0.06268189739073039
232,2025-06,156.0-53.0-30,0.06096727970638094,10,0.048287212202446694,1.0120959860583374,0.023903981816682483
233,2025-07,156.0-53.0-30,0.02229413053676721,10,0.023031480132718274,0.9992792503356247,-0.0014425392884289201
234,2025-08,156.0-53.0-30,-0.057592558176756126,7,0.0002689532970510111,0.9421540463861384,-0.12294975582830457
